i,time,PWM_l,PWM_r,x,y,theta
1,0.0,1432.3944878270581,5729.5779513082325,497.0,300.0,0.0
2,0.008,1467.0491931777128,5914.403046511723,497.0,300.21816615649925,0.16666666666666477
3,0.016,1501.7038985283673,6099.228141715215,496.9993459332771,300.4430170987504,0.3391577060931941
4,0.024,1536.3586038790218,6284.053236918706,496.99797537311116,300.6745506728861,0.5174731182795753
5,0.032,1571.0133092296765,6468.878332122198,496.995823861882,300.91276432467646,0.7016129032258084
6,0.04,1605.6680145803311,6653.703427325689,496.992824913354,301.1576550674174,0.8915770609319059
7,0.048,1640.3227199309858,6838.52852252918,496.9889100152794,301.4092194487953,1.0873655913978555
8,0.056,1674.9774252816405,7023.353617732671,496.98400863234315,301.66745351673103,1.2889784946236567
9,0.064,1709.6321306322952,7208.178712936164,496.9780482094743,301.93235278420616,1.4964157706093226
10,0.07200000000000001,1744.28683598295,7393.003808139654,496.9709541755475,302.20391219307373,1.7096774193548403
11,0.08,1778.9415413336044,7577.828903343146,496.9626499475009,302.4821260768583,1.9287634408602226
12,0.088,1813.5962466842589,7762.653998546638,496.95305693489655,302.76698812254915,2.1536738351254567
13,0.096,1848.2509520349136,7947.4790937501275,496.9420945449501,303.0584913313901,2.384408602150543
14,0.10400000000000001,1882.905657385568,8132.30418895362,496.9296801880573,303.35662797867235,2.6209677419354933
15,0.112,1917.560362736223,8317.12928415711,496.9157292838456,303.6613895725342,2.8633512544802957
16,0.12,1952.2150680868774,8501.954379360603,496.9001552677802,303.97276681177425,3.11155913978495
17,0.128,1986.8697734375323,8686.779474564095,496.88286959835347,304.2907495426847,3.3655913978494687
18,0.136,2021.5244787881868,8871.604569767585,496.86378176488915,304.6153267149102,3.6254480286738393
19,0.14400000000000002,2056.1791841388417,9056.429664971076,496.84279929599086,304.94648633634165,3.8911290322580743
20,0.152,2090.833889489496,9241.254760174568,496.81982776866784,305.2842154270511,4.162634408602162
21,0.16,2125.4885948401507,9426.079855378059,496.7947708181697,305.62849997227784,4.4399641577061
22,0.168,2160.1433001908053,9610.904950581551,496.76753014856286,305.9793248744737,4.723118279569904
23,0.176,2194.79800554146,9795.730045785042,496.7380055440827,306.33667390441883,5.01209677419356
24,0.184,2229.4527108921147,9980.555140988534,496.70609488129514,306.70052965141736,5.306899641577067
25,0.192,2264.107416242769,10165.380236192024,496.6716941421029,307.0708734725853,5.607526881720438
26,0.2,2298.762121593424,10350.205331395515,496.6346974276312,307.44768544124247,5.913978494623661
27,0.20800000000000002,2333.4168269440784,10535.030426599007,496.594996973029,307.83094429442144,6.22625448028675
28,0.216,2368.071532294733,10719.8555218025,496.55248316322303,308.2206273795074,6.5443548387096895
29,0.224,2402.7262376453878,10904.68061700599,496.5070445496601,308.61671060002334,6.868279569892482
30,0.232,2437.3809429960424,11089.505712209482,496.4585678680768,309.01916836057705,7.198028673835138
31,0.24,2472.0356483466967,11274.330807412973,496.4069380573335,309.4279735109851,7.5336021505376465
32,0.248,2506.690353697352,11459.155902616465,496.35203827935203,309.8430972895926,7.875000000000006
33,0.256,2541.3450590480065,11643.980997819956,496.2937499401955,310.2645092658063,8.22222222222223
34,0.264,2575.999764398661,11828.806093023446,496.2319527123298,310.69217728186095,8.575268817204307
35,0.272,2610.6544697493155,12013.631188226938,496.16652455810726,311.1260673938398,8.934139784946248
36,0.28,2645.30917509997,12198.456283430429,496.0973417545117,311.5661438119703,9.298835125448042
37,0.28800000000000003,2679.963880450625,12383.281378633921,496.02427891920695,312.0123688402183,9.669354838709687
38,0.296,2714.618585801279,12568.106473837412,495.94720903792836,312.46470281520476,10.045698924731196
39,0.304,2749.2732911519342,12752.931569040904,495.86600349326005,312.9231040444703,10.427867383512556
40,0.312,2783.927996502589,12937.756664244396,495.7805320948387,313.3875287441132,10.81586021505377
41,0.32,2818.582701853243,13122.581759447887,495.6906631110261,313.8579309758303,11.209677419354847
42,0.328,2853.237407203898,13307.406854651377,495.59626330209267,314.3342625833882,11.609318996415777
43,0.336,2887.8921125545526,13492.23194985487,495.4971979549546,314.8164731285559,12.01478494623657
44,0.34400000000000003,2922.5468179052073,13677.05704505836,495.3933309195062,315.30450982653156,12.426075268817216
45,0.352,2957.2015232558615,13861.882140261852,495.2845246465918,315.7983174808944,12.843189964157714
46,0.36,2991.8562286065167,14046.707235465343,495.1706402276584,316.29783841811934,13.266129032258076
47,0.368,3026.5109339571713,14231.532330668835,495.0515374361327,316.803012421688,13.69489247311829
48,0.376,3061.165639307826,14416.357425872326,494.9270747705658,317.31377666583546,14.129480286738357
49,0.384,3095.8203446584803,14601.182521075816,494.79710949958724,317.83006564897164,14.569892473118287
50,0.392,3130.475050009135,14786.007616279308,494.6614977087126,318.35181112681755,15.01612903225807
51,0.4,3165.1297553597897,14970.832711482799,494.52009434904625,318.8789420453004,15.468189964157716
52,0.40800000000000003,3199.784460710444,15155.657806686291,494.3727532879224,319.41138447325,15.926075268817215
53,0.41600000000000004,3234.439166061099,15340.482901889784,494.2193273615268,319.949061534944,16.389784946236567
54,0.424,3269.0938714117533,15525.307997093276,494.05966842954047,320.4918933425489,16.85931899641578
55,0.432,3303.7485767624084,15710.133092296766,493.8936274318485,321.03979692850567,17.334677419354847
56,0.44,3338.4032821130627,15894.958187500255,493.72105444735405,321.59268617791247,17.815860215053767
57,0.448,3373.0579874637174,16079.783282703747,493.5417987549396,322.15047176095663,18.30286738351255
58,0.456,3407.712692814372,16264.60837790724,493.355708896615,322.71306106545103,18.795698924731184
59,0.464,3442.3673981650263,16449.433473110734,493.16263274289344,323.2803581295319,19.294354838709687
