i,time,PWM_l,PWM_r,x,y,theta
294,29.400000000000002,0.25,0.5,-266.92606655862477,-480.2795478225027,1.9472905542019834
295,29.5,0.25,0.5,-270.791675730677,-470.33374981992984,2.012643470363195
296,29.6,0.25,0.5,-275.34761919266725,-460.64030096931566,2.078854326148687
297,29.700000000000003,0.25,0.5,-280.54749957644935,-451.49080852538964,2.145228510113801
298,29.8,0.25,0.5,-286.27306338147434,-442.4276720946133,2.2110649929523825
299,29.900000000000002,0.25,0.5,-292.59081774646046,-433.8234605861849,2.2771799732543654
300,30.0,0.25,0.5,-299.52209206991654,-425.72969328879117,2.343567916878453
301,30.1,0.25,0.5,-306.902472680654,-418.1084225448378,2.40922576640025
302,30.200000000000003,0.25,0.5,-314.9219422839854,-411.05118587876717,2.4755417719508768
303,30.3,0.25,0.5,-323.2629288930408,-404.50437710702226,2.5411778028461964
304,30.400000000000002,0.25,0.5,-331.9675172677691,-398.57880149400404,2.607158352315373
305,30.5,0.25,0.5,-341.3014655007135,-393.16238900286316,2.6733798583462764
306,30.6,0.25,0.5,-350.66098078968963,-388.4415365695178,2.7399146390018156
307,30.700000000000003,0.25,0.5,-360.43849960849167,-384.27754906906284,2.804737527293057
308,30.8,0.25,0.5,-370.45139974074,-380.75279038456915,2.8705023135942747
309,30.900000000000002,0.25,0.5,-380.6780595972871,-377.9148397149173,2.9361713993648944
310,31.0,0.25,0.5,-391.21349057676485,-375.7200439664118,3.0015944524180713
311,31.1,0.25,0.5,-401.7909672425646,-374.22436246244865,3.067318839357324
312,31.200000000000003,0.25,0.5,-412.26454825466294,-373.42671532265473,3.1327284411441085
313,31.3,0.25,0.5,-422.8862646388287,-373.3328988689707,3.1989836332899158
314,31.400000000000002,0.25,0.5,-433.4057799430796,-373.94112013513677,3.265844039366054
315,31.5,0.25,0.5,-444.1367639952094,-375.26963857636144,3.3318242248248136
316,31.6,0.25,0.5,-454.7644281762301,-377.30223432003805,3.3966485915226037
317,31.700000000000003,0.25,0.5,-465.0491758230695,-379.9526557929825,3.4626159456592265
318,31.8,0.25,0.5,-475.0635947695414,-383.3255070693184,3.5283392084027705
319,31.900000000000002,0.25,0.5,-484.888145569632,-387.3869587916248,3.5949697113479915
320,32.0,0.25,0.5,-494.2502452291017,-392.01483295664406,3.6598754530404407
321,32.1,0.25,0.5,-503.4839232195963,-397.2425726962106,3.726714746894098
322,32.2,0.25,0.5,-512.2482013051853,-403.1935048908086,3.792691467527875
323,32.300000000000004,0.25,0.5,-520.6285653749775,-409.6939178352317,3.8581930922105983
324,32.4,0.25,0.5,-528.6059149711335,-416.5623673245044,3.9242764732387494
325,32.5,0.25,0.5,-536.118798212454,-424.13149524315014,3.991329111696054
326,32.6,0.25,0.5,-543.1729937955902,-432.09556306465885,4.058532933936179
327,32.7,0.25,0.5,-549.6277070573162,-440.5026155007375,4.124686249405427
